label,n_grey_bins,GlcmContrast_0,GlcmCorrelation_0,GlcmEnergy_0,GlcmHomogeneity_0,GlcmContrast_45,GlcmCorrelation_45,GlcmEnergy_45,GlcmHomogeneity_45,GlcmContrast_90,GlcmCorrelation_90,GlcmEnergy_90,GlcmHomogeneity_90,GlcmContrast_135,GlcmCorrelation_135,GlcmEnergy_135,GlcmHomogeneity_135,entropy,IQR,kurtosis,max,mean,MAD,median,min,mode,P1,P10,P25,P75,P90,P99,range,RMS,skewness,STD,stder,var,area,bb1,bb2,bb3,bb4,centroidX,centroidY,convexArea,eccentricity,equivD,eulerNumber,extent,filledArea,majorAxisLen,minorAxisLen,orientation,perimeter,perimeterOld,solidity
11,100,377.266666666667,0.801239533668146,0.0325,0.296878720294343,724.305555555556,0.529940617376402,0.0130315500685871,0.197111726835432,597.34188034188,0.635377254006049,0.0154138359266565,0.24317459123786,718.712962962963,0.552972409716311,0.0142318244170097,0.193745760142616,5.64772656155516,10343,2.38642841305195,45239,30870.2621359223,5828.36591573193,31436,15799,27887,16064,21311,26208,36551,40027,44899,29440,255.998046867549,-0.108268800985718,7061.26653495461,695.767265781251,49861485.0776699,103,243.5,24.5,13,10,249.281553398058,29.6116504854369,109,0.713210960055446,11.4517978111614,1,0.792307692307692,103,13.9358001036158,9.76829136825091,11.843137853184,35.454,37.3137084989848,0.944954128440367
12,100,257.616780045351,0.854917555715736,0.0536453432468984,0.402695990038248,369.911904761904,0.779403644625849,0.0369841269841278,0.332298468488365,261.968181818182,0.851981283961747,0.0529338842975203,0.397724594496266,324.335714285714,0.807510214612133,0.0387414965986402,0.357632193841287,5.78655294281153,9991,2.33491295676183,43493,26911.3098159509,5085.25036696902,26568,14887,20522,16538,18740,21788,31779,35220,40462,28606,255.998046867549,0.251593837733525,6128.35307421009,339.418084672881,37556711.4021802,326,189.5,25.5,22,21,200.144171779141,36.1349693251534,334,0.394056725715869,20.3734162963324,1,0.705627705627706,326,21.306341692809,19.5823629287502,32.7378220896895,61.936,65.5979797464466,0.976047904191617
13,100,241.753968253968,0.869393173375869,0.0347694633408918,0.371929944592476,390.188405797101,0.776478150568046,0.0216255374235393,0.283594964153562,212.005928853754,0.885985531932679,0.0344639035135681,0.38147680753501,294.664596273292,0.829909756685409,0.0264178765393999,0.333747420973356,6.30111374962273,10250,2.62686117236958,53165,36251.0868486352,5972.9419675018,37450,17239,32897,19180,25237,31436,41687,44598,51428,35926,255.998046867549,-0.325675655279176,7397.74442764933,368.507898164301,54726622.6168167,403,220.5,27.5,22,24,231.034739454094,38.8163771712159,415,0.582501955005587,22.652053693391,1,0.763257575757576,403,25.2588526081594,20.5311355072297,53.010637456766,70.851,73.9411254969543,0.971084337349398
14,100,152.404432132964,0.87299775750187,0.0718303266549511,0.409211345151426,155.71052631579,0.869784218942843,0.067268561266715,0.437372579346154,152.725,0.873481662880463,0.0734259259259247,0.427800859595966,308.804093567251,0.740415084575622,0.0495537088334875,0.327075937028627,6.41271836719268,12140,3.60699617979739,55565,24145.7294117647,7556.58934256058,21623,8216,17335,8881,13415,17335,29475,36922,53595,47349,255.998046867549,0.937707550777328,9552.94300869011,598.22849633938,91258720.1272813,255,166.5,30.5,20,19,176.403921568627,39.5019607843137,260,0.798718537075347,18.0187703217358,1,0.671052631578947,255,23.3066998391382,14.0237537887836,-43.2475032519216,56.304,59.3553390593273,0.980769230769231
15,100,193.246428571428,0.907489337570591,0.0621173469387755,0.397618125895341,383.639097744361,0.802106006096276,0.0417208434620387,0.335129537491487,278.245614035088,0.853191835302094,0.0519421360418588,0.376413952471415,370.048872180451,0.802877880365348,0.0431341511673923,0.34298471693714,5.97954044313765,8668,3.08625241178355,48530,30831.8691588785,5860.62861385274,31098,10305,27048,11981,20522,26568,35236,41239,47369,38225,255.998046867549,-0.162456227467611,7534.22180196495,515.028799490564,56764498.161204,214,241.5,30.5,15,20,250.275700934579,41.5,228,0.542728588368273,16.5067641460501,1,0.713333333333333,214,18.7133041898133,15.7174564677468,85.517248107366,55.476,58.3847763108502,0.93859649122807
16,100,425.069264069263,0.775273111729459,0.0233691272652309,0.299243806655073,503.122727272728,0.718870290604416,0.0165289256198348,0.229066725430008,193.733333333333,0.900983810519444,0.0404166666666671,0.383862199616612,506.840909090909,0.715952637188534,0.0163223140495869,0.28508166310217,6.34138356484781,18666.25,1.74704801973901,58360,37975.5396825397,9168.18358948518,37450,18695,26088,20038,25393,28680,47346,51831,57725,39665,255.998046867549,0.0874004402791861,10340.7338454537,752.177707748946,106930776.462513,189,209.5,32.5,12,21,216.068783068783,42.94708994709,200,0.850141624305146,15.5126488374792,1,0.75,189,21.6119555719048,11.3798637825074,-85.1827511684874,51.184,53.7989898732233,0.945
17,100,214.317857142857,0.860542286108997,0.0219897959183674,0.287564104863753,348.296992481204,0.756936101379487,0.0125501724235402,0.232155697595111,152.273684210526,0.90139153357676,0.0230101569713755,0.324967675161704,264.567669172932,0.815078259459171,0.0140765447453221,0.24640635549459,6.35530914176624,10850,2.04641883359423,37321,21392.4556962025,5994.49521978315,20962,5917,16416,7803,11991,15859,26709,31299,34576,31404,255.998046867549,0.0700555505828284,7015.80424639004,455.725457843705,49221509.2236645,237,51.5,44.5,15,20,59.1054852320675,54.1434599156118,243,0.646128059957134,17.3711764743276,1,0.79,237,19.9536203885108,15.2291820452404,81.7512921753407,52.524,55.4558441227157,0.975308641975309
18,100,435.535714285714,0.64903475104582,0.0197704081632653,0.138446917660874,683.469387755102,0.397598478439574,0.0204081632653061,0.0904324040823156,235.214285714286,0.813632537725866,0.0197704081632653,0.218806222725257,397.34693877551,0.65166946110187,0.0220741357767597,0.163398662202756,5.31952129837964,10075,2.44636828092542,39044,21188.3333333333,6065.48148148148,20072,9857,15440,9859,12284,15440,25515,31899,38989,29187,255.998046867549,0.468692693369749,7406.2114395143,1007.85771966521,54851967.8867925,54,70.5,50.5,8,8,74.6111111111111,54.462962962963,54,0.482888906373885,8.29185958731205,1,0.84375,54,8.92755346735022,7.81769450584013,47.0994532811885,23.115,24.4852813742386,1
19,100,392.690082644628,0.8098903167912,0.0481865992760058,0.395759647166352,753.554545454546,0.604829966415016,0.0154545454545456,0.188065340486004,578.360869565218,0.705529079185065,0.0222306238185254,0.237859952029624,736.672727272727,0.614514219724543,0.017314049586777,0.265838408619191,6.65590575773232,18536,2.33137046218542,65531,41127.7391304348,10613.2736294896,39984,11217,32142,13057,23800,32273,50810,59836,65531,54314,255.998046867549,0.0590550434846508,12927.450787607,953.024316110472,167118983.866001,189,183.5,48.5,23,11,195.582010582011,53.7460317460317,199,0.898206494993763,15.5126488374792,1,0.74703557312253,189,23.6584787315443,10.3996465022409,3.51111284595434,52.408,55.2132034355964,0.949748743718593
20,100,663.3,0.777799874900554,0.0439999999999999,0.262296837564533,1020.88888888889,0.660734020014431,0.0291358024691358,0.190756542429532,432.685185185185,0.8115977397518,0.0562414266117971,0.322400527442625,567.644444444445,0.740358453098359,0.0439506172839507,0.281413089022109,4.69347928948519,7020.25,2.4425593984503,28371,19585.023255814,3934.53650621958,19150,8905,16299,8905,13397,16417,23437,26664,28371,19466,255.998046867549,-0.0733560903933874,4846.8785069724,739.142042889121,23492231.261351,43,250.5,51.5,6,10,254.209302325581,57.046511627907,44,0.856755494386544,7.39927702033192,1,0.716666666666667,43,10.7090778772894,5.52291579855398,80.0728544412701,23.76,25.0710678118655,0.977272727272727
21,100,140.681578947368,0.921551043026052,0.0904709141274241,0.431711113430719,399.698060941828,0.774145395059328,0.0593380959323523,0.324544806866019,181.336842105263,0.898272699269375,0.0845290858725765,0.403486023833391,122.024930747922,0.930999735953666,0.0837086885459741,0.442553163104155,6.57001314396853,13124.5,2.29938675844051,47119,26136.5868725869,7057.17249295625,26951,9490,13084,10748,13957,18737,31862,36755,45658,37629,255.998046867549,0.0438127616068275,8478.46073010426,526.825915991525,71884296.3519201,259,56.5,57.5,20,20,66.4942084942085,67.7799227799228,271,0.850431145124487,18.1595441045861,1,0.6475,259,25.1149628089524,13.2126395858754,43.9589715550963,59.281,62.5269119345812,0.955719557195572
22,100,228.681286549707,0.850528314003117,0.0307958004172227,0.353676783531153,325.854938271604,0.778079890560428,0.0199093126047857,0.29444030331708,278.017543859649,0.819673356133773,0.0288464826784313,0.38639311762234,410.577160493827,0.716797405078323,0.0185375704923029,0.314579891860041,6.53644875337234,13920,2.14139680316384,47506,25890.2805755396,7620.92578023915,25219,9797,20522,10245,12969,19247,33167,38628,44537,37709,255.998046867549,0.115665497493978,9129.38967519575,547.544406535171,83345755.8415708,278,216.5,59.5,19,19,226.309352517986,69.636690647482,286,0.212954694998035,18.8138404754685,1,0.770083102493075,278,19.1064271776833,18.6681653789303,-24.7134581228197,57.114,60.2842712474619,0.972027972027972
23,100,168.846153846154,0.91640866243313,0.0376302019658667,0.371207417912773,269.454212454213,0.855510303768097,0.0270632907995545,0.295252520022312,204.465986394557,0.882919454094066,0.0357258549678371,0.358560154079215,305.271062271062,0.82729926620539,0.0252921681493109,0.288754312828172,6.46938758046887,14964.25,2.06036578571555,53532,32375.4635193133,8160.24841128037,30686,15339,19046,16597,19501,25057,40021,47027,52130,38193,255.998046867549,0.346879166803895,9687.60468507173,634.65608453748,93849684.5342238,233,242.5,60.5,14,22,250.678111587983,71.2489270386266,238,0.768471424324514,17.2239604598737,1,0.756493506493506,233,22.0233361531887,14.0923827807545,-84.3639024909784,55.683,58.6274169979695,0.978991596638655
24,100,337.395238095238,0.821453812189445,0.0540136054421767,0.370440216728366,380.229591836735,0.790909736799943,0.0482090795501875,0.38460529661753,283.257142857143,0.849144695464908,0.0583219954648524,0.405643756106026,467.780612244898,0.743061977009193,0.0331632653061226,0.273624689724471,6.40900422466838,15170.75,2.27506018368984,53967,31603.864516129,8324.14293444329,30134,15645,27580,16082,19175,23840,39010,47982,53752,38322,255.998046867549,0.477442835679937,10154.9255792687,815.663250883503,103122513.520486,155,229.5,75.5,15,15,237.561290322581,83.0064516129032,161,0.744054622577946,14.0482073388013,1,0.688888888888889,155,17.2657118357292,11.535546513993,-47.8506263636172,43.27,45.4558441227157,0.962732919254658
25,100,555.373333333333,0.788104181149138,0.0389333333333333,0.298300477310496,748.471428571429,0.638498703080258,0.0236734693877551,0.256920841316355,511.690476190476,0.72709131773548,0.0306122448979591,0.311751273153072,977.414285714285,0.500377978143339,0.0191836734693878,0.181628468003873,5.40710015733137,6526,2.5102078641133,37039,26385.1323529412,3712.94809688581,26625,16863,28097,17086,19850,22670,29196,32871,36932,20176,255.998046867549,0.149364753562953,4700.42281332353,570.00999248223,22093974.6240123,68,250.5,81.5,6,15,253.941176470588,88.6176470588235,70,0.900382626140245,9.30485298336256,1,0.755555555555556,68,14.6252112787656,6.36341457938574,-86.1422363127416,32.733,34.4852813742386,0.971428571428571
26,100,398.721893491124,0.827511179162045,0.0337873323763173,0.304249035912755,449.807692307692,0.801787781782806,0.0362426035502959,0.338650487310999,184.404761904762,0.927759594083752,0.0530045351473922,0.46665715283331,558.397435897436,0.755347418497179,0.0288461538461539,0.276145359582439,5.66230304816177,35535.75,1.5572881437571,65439,44224.6598639456,15522.687213661,44924,14246,65431,15036,19437,27984,63520,65431,65439,51193,255.998046867549,-0.128914277477703,17432.2779826487,1437.79005512437,303884315.664337,147,227.5,92.5,14,13,234.265306122449,99.0408163265306,155,0.500335072557326,13.6808703332818,1,0.807692307692308,147,14.85418630465,12.861227803074,-51.9030010128976,42.004,44.142135623731,0.948387096774194
27,100,146.590643274854,0.88604436075266,0.0347628330084473,0.372917167257291,216.575851393189,0.822603982391157,0.0227261835156091,0.317019197544185,140.988235294118,0.88909839597398,0.029186851211073,0.355705785554462,243.684210526316,0.799626652656022,0.0187196273327644,0.265963319745168,6.55568148324571,11475,3.02424259806659,50725,24868.3102189781,7096.58631253667,23743,9369,9748,9748,13980,18457,29932,37399,49618,41356,255.998046867549,0.659035965156257,8935.52630004093,539.814885338757,79843630.2587231,274,88.5,95.5,20,18,97.963503649635,104.762773722628,281,0.600078144303512,18.6779986951877,1,0.761111111111111,274,21.0051754662899,16.802909171655,-27.9924430742633,56.924,59.698484809835,0.97508896797153
28,100,287.935897435897,0.792750062189902,0.0181623931623932,0.278634596077739,345.555555555555,0.736202762751272,0.0104166666666667,0.194887187809463,242.346153846154,0.831390578397752,0.0179158448389218,0.299518414311493,460.013888888889,0.637033554727856,0.011766975308642,0.252093243809598,6.22899084189511,15036.25,2.45364858073343,58219,33213.5547445256,8440.57339229581,32897,13984,22563,14861,20803,25472,40509,46594,57264,44235,255.998046867549,0.319859980839232,10335.9579167895,883.060479604726,106832026.057643,137,226.5,105.5,13,13,232.92700729927,111.335766423358,141,0.371795055419799,13.2073395363607,1,0.810650887573965,137,13.8017713495782,12.8123891219665,26.3361519187471,39.68,42.142135623731,0.971631205673759
29,100,472.96,0.73556384694959,0.0272,0.332306295465109,867.555555555556,0.478336136504163,0.0165432098765432,0.201324410895676,495.030303030303,0.731966143227978,0.0356086113661872,0.294853841690172,593.377777777778,0.641145483090872,0.0219753086419753,0.257080791598017,5.17115916906754,10015,1.92228239122054,32485,20566.5243902439,4873.85782272457,19217,11487,17118,11606,14431,16105,26120,28613,31951,20998,255.998046867549,0.35960049772897,5624.45131090851,621.116741597298,31634452.5487805,82,42.5,118.5,11,10,48.5365853658537,123.682926829268,87,0.469687556453282,10.2179079399006,1,0.745454545454545,82,11.0515500782395,9.75666993949164,49.8709139148827,30.798,32.7279220613579,0.942528735632184
30,100,231.384090909091,0.890950594650376,0.101663223140497,0.471631194175715,312.157894736842,0.852173377290245,0.0914127423822699,0.423110197203486,196.034324942792,0.908678796507977,0.107383920950521,0.445360785050159,346.330143540669,0.835938949586101,0.0831253863235717,0.385259190195171,6.46490965062359,10523,2.58269412443474,46699,28831.3496503497,6671.27033106753,30110,6627,17105,8711,16961,24023,34546,38862,44601,40072,255.998046867549,-0.443900421027252,8213.22178318422,485.657985140439,67457012.0597718,286,138.5,121.5,23,20,150.188811188811,129.472027972028,305,0.655283984736357,19.0826232419512,1,0.621739130434783,286,22.9016988410616,17.299545223745,-32.1756612609764,63.317,66.7695526217004,0.937704918032787
31,100,286.778711484594,0.844737926170224,0.0921545088623685,0.442387161371843,500.955882352942,0.72795648911638,0.071038062283736,0.357420586863178,207.558333333333,0.889062100637894,0.107638888888888,0.449395307083224,248.320588235294,0.864963377319231,0.0837716262975767,0.412797560880883,6.44464995061634,12936,2.22702898226405,44928,25197.7179487179,6793.06969099277,24570,8498,30360,9634,13990,18755,31691,35755,41976,36430,255.998046867549,0.113067154422887,8179.75649064726,534.727409772405,66908416.2462859,234,151.5,127.5,18,21,161.521367521368,139.115384615385,257,0.805702673787176,17.2608821752548,1,0.619047619047619,234,22.8080753674775,13.5096834191128,61.0021765947269,57.42,61.1126983722081,0.910505836575875
32,100,77.630036630037,0.91115248457568,0.033993479048424,0.40243398052705,163.607692307693,0.802648564447741,0.0211390532544378,0.319231336000289,122.466666666667,0.858662902784393,0.0288751714677639,0.3610361552073,168.473076923077,0.796812677055352,0.0226997041420118,0.33523400582156,6.5657720325644,10042.75,5.46048174682319,62272,27228.6036446469,5952.8775898838,26693,7304,21587,10847,18063,21647,31690,35910,57311,54968,255.998046867549,0.876128208538002,7963.48061093372,380.076192579387,63417023.4407173,439,55.5,130.5,27,21,69.0273348519362,141.53986332574,449,0.637206330731097,23.6421691081579,1,0.774250440917108,439,27.0572890158366,20.8528701215649,3.27715118040378,74.25,78.1837661840735,0.977728285077951
33,100,87.663492063492,0.893123973390018,0.0477690994093119,0.45638135365815,170.600217864924,0.787900145969808,0.0358575286808006,0.372799524635724,87.6292016806724,0.89363295963528,0.0530925605536334,0.455256290807488,111.580610021787,0.861256811118373,0.0396879642682528,0.405972052534079,6.81601569539941,11101,4.93323620845355,64366,24139.1645746165,7010.68201031338,23027,8002,14871,10458,13991,17573,28675,35595,55246,56364,255.998046867549,1.16028871464843,9203.79942772757,343.722188236324,84709923.9058383,717,22.5,127.5,28,35,37.557880055788,145.595536959554,765,0.589562956831799,30.2144461073691,1,0.731632653061224,717,34.6219883106805,27.9649564441494,73.8905906165745,101.285,106.669047558312,0.937254901960784
34,100,195.252380952381,0.878164031423029,0.0408163265306121,0.348466865547837,348.214285714286,0.769132713161052,0.0229071220324866,0.247332601374445,246.442857142857,0.84598865659211,0.0407256235827663,0.317756249957419,395.785714285714,0.737668795680633,0.021241149521033,0.266215018035496,5.99863471659761,10900,2.54135538348911,41544,22553.56875,6202.1278125,22942,6631,6631,6631,12334,16514,27413,32989,39410,34913,255.998046867549,0.13608608430298,7676.14066308848,606.85220337987,58923135.4795204,160,92.5,138.5,15,15,99.98125,146.14375,164,0.285603470941596,14.2729929292222,1,0.711111111111111,160,14.6427402940171,14.0328391050647,-44.4676107049368,42.732,46.0416305603426,0.975609756097561
35,100,106.690170940171,0.921576751063315,0.148029439696109,0.528752766603876,260.285067873303,0.808182299400806,0.113941155995987,0.448193819871061,242.246187363834,0.822052961822902,0.123366606385959,0.509050471476655,320.72850678733,0.763013718459589,0.10669314715096,0.46195552906346,6.32475436112493,8238,3.88755329899552,46643,22584.6928571429,5173.52479591838,21671,9898,23200,11001,15018,17882,26120,31627,42277,36745,255.998046867549,0.897096042312923,6758.01214001104,403.868472598517,45670728.0845366,280,48.5,146.5,27,18,62.6142857142857,155.510714285714,320,0.854526100783897,18.8813948776526,1,0.576131687242798,280,28.0670411861348,14.5782584976575,-19.6659445456673,70.28,73.698484809835,0.875
36,100,186.647058823529,0.884748187066394,0.073885609607165,0.426758530811332,317.121323529412,0.804505721818767,0.0520923442906579,0.338194799281118,153.1875,0.907321924539794,0.0859616126543202,0.418542076447374,252.091911764706,0.84396002446867,0.0674470155709335,0.364866372157829,6.4193586812688,14101.5,2.41775990240572,48994,24810.8442211055,8039.95752632509,22200,9377,16605,10451,14582,17274,31376,39940,47777,39617,255.998046867549,0.660562867164307,9621.34759775482,682.03924789005,92570329.5968225,199,93.5,160.5,18,17,102.422110552764,169.276381909548,213,0.791790688811957,15.9177469951717,1,0.650326797385621,199,20.7366838134733,12.6658114073961,45.5234014742523,51.788,54.8700576850888,0.934272300469484
37,100,382.916666666667,0.737994079657309,0.0138888888888888,0.227831600267345,528.685950413223,0.611782383773763,0.0104501058670856,0.164994122105819,336.181818181818,0.776757976268659,0.015495867768595,0.257205187405017,502.140495867768,0.625756110995412,0.0115429273956697,0.252287783338524,5.96423403429867,9805,2.16792081314186,36345,23715.9918032787,5223.22117710293,23507,10051,16513,10565,15703,18949,28754,31884,36334,26294,255.998046867549,0.053662239353829,6234.72023204194,564.465047574301,38871736.3718331,122,106.5,177.5,12,12,112.139344262295,182.94262295082,126,0.308550281083363,12.463355264843,1,0.847222222222222,122,12.9867371619729,12.3530887245787,39.339767745132,37.323,39.3137084989848,0.968253968253968
38,100,176.396825396825,0.83738154203748,0.0361796982167352,0.407321778359089,264.876543209877,0.747162596997591,0.0230072576259643,0.34683586100618,143.030423280423,0.867974442319746,0.0355953080820805,0.406639653521616,262.766803840878,0.749086650505689,0.0240647597757797,0.323108950767375,6.37693180475592,9071,3.58497004378903,42315,18797.9431438127,5555.5545687408,17124,6659,23458,7974,11320,13572,22643,28829,40245,35656,255.998046867549,0.963093254279343,7012.32360838558,286.755236861383,49172682.3887218,598,81.5,174.5,28,28,94.2190635451505,188.44983277592,637,0.0464459230821887,27.5934276187578,1,0.762755102040816,598,27.913575576957,27.8834514076589,13.1611167209371,88.623,93.3553390593273,0.938775510204082
39,100,215.543209876544,0.878106070298696,0.0697873799725657,0.387995426160941,377.029411764707,0.78091302731781,0.0520953479430987,0.320324270241597,254.993808049535,0.854340977687344,0.0624275129637978,0.413132874523643,377.127450980393,0.78112967167958,0.0479302832244008,0.329361383157262,6.79186321511267,17703,2.04839443473839,58566,32224.6422413793,9328.52155172413,32161,10773,21631,12308,16746,23314,41017,47962,53188,47793,255.998046867549,0.0877862339266808,11127.9570112285,730.586170080376,123831427.243749,232,7.5,185.5,19,18,15.676724137931,194.784482758621,249,0.499255844020304,17.1869594279662,1,0.678362573099415,232,19.1305590030182,16.5757611617127,-11.0507267225428,55.452,58.5269119345812,0.931726907630522
