intensity_filename,mask_filename,label,original-area,original-centroid_y,original-centroid_x,original-bbox_ymin,original-bbox_xmin,original-bbox_height,original-bbox_width,original-major_axis_length,original-minor_axis_length,original-eccentricity,original-orientation,original-convex_area,original-euler_number,original-equivalent_diameter,original-solidity,original-perimeter,original-max_feret,original-min_feret,original-neighbors,original-polygonality_score,original-hexagonality_score,original-hexagonality_sd,original-circularity,original-extremap1_x,original-extremap1_y,original-extremap2_x,original-extremap2_y,original-extremap3_x,original-extremap3_y,original-extremap4_x,original-extremap4_y,original-extremap5_x,original-extremap5_y,original-extremap6_x,original-extremap6_y,original-extremap7_x,original-extremap7_y,original-extremap8_x,original-extremap8_y,original-extent,original-max_feret_angle,original-min_feret_angle,original-convex_hull_perimeter,original-filled_area_pixels,original-max_inclosing_circle_diameter,original-diameter_min_enclosing_circle,original-diameter_circumscribing_circle,original-diameter_inscribing_circle,original-diameter_equal_perimeter,original-rotated_bounding_box_height,original-rotated_bounding_box_width,original-geodetic_length,original-thickness,original-erosion_pixels,original-erosion_complement_pixels,original-fractal_dimension_box_counting,original-fractal_dimension_perimeter,original-feret_diameter_min,original-feret_diameter_max,original-feret_diameter_mean,original-feret_diameter_median,original-feret_diameter_std,original-feret_diameter_mode, original-martin_length_min,original-martin_length_max,original-martin_length_mean,original-martin_length_median,original-martin_length_std,original-martin_length_mode,original-nassenstein_diameter_min,original-nassenstein_diameter_max,original-nassenstein_diameter_mean,original-nassenstein_diameter_median,original-nassenstein_diameter_std,original-nassenstein_diameter_mode,original-maxchords_min,original-maxchords_max,original-maxchords_mean,original-maxchords_median,original-maxchords_std,original-maxchords_mode,original-allchords_min,original-allchords_max,original-allchords_mean,original-allchords_median,original-allchords_std,original-allchords_mode,original-x_max,original-y_max
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,24,155,83.006452,237.56129,75.5,229.5,15,15,18.166962,11.53842,0.77240353,-47.388097,140,1,14.048207,1.1071429,44.120052,17.643138,11.606602,3,5.6115272,8.3316754,0.13093287,1.0006208,233.5,75.5,237.5,75.5,244.5,82.5,244.5,88.5,242.5,90.5,237.5,90.5,229.5,79.5,229.5,78.5,0.68888891,147,45,44.120052,155,11.313708,16.643517,493.75699,461.61525,14.043849,24,15,11.606602,17.263454,11.030013,11.030013,5,2,1.76797,1.0997065,11,17,15.043655,15,1.983939,17,14,26,23.844444,25,2.2969115,26,1,19,4.0388889,2,4.7391559,1,13,24,16.055556,16,2.4214831,14,1,24,3.8572391,2,4.2235154,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,25,68,88.617647,253.94118,81.5,250.5,15,6,15.27902,7.2760835,0.87932941,-81.083311,55,0,9.304853,1.2363636,33.659737,15,6,1,nan,nan,nan,0.75421879,255.5,81.5,256.5,81.5,256.5,81.5,256.5,96.5,256.5,96.5,255.5,96.5,250.5,90.5,250.5,85.5,0.75555557,90,0,33.407801,68,6,14.020275,527.76099,512.31299,10.714227,20,7,6,15,10.091573,6.7382956,6,2,1.3321928,1.2881179,6,14,11.633888,12.325645,2.8352008,14,11,20,16.361111,17,2.2503429,17,1,20,3.3833333,2,3.8445849,1,6,20,11.227778,10,3.5681158,8,1,20,3.5968858,2,3.08806,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,26,147,99.040816,234.26531,92.5,227.5,13,14,15.885628,12.87264,0.58597041,-49.37498,132.5,1,13.68087,1.109434,42.699757,15.999962,13.000001,2,nan,nan,nan,1.0131562,229.5,92.5,236.5,92.5,241.5,99.5,241.5,100.5,239.5,105.5,229.5,105.5,227.5,98.5,227.5,94.5,0.80769229,127,90,42.694483,147,12,15.017197,499.30879,471.08512,13.591755,17,15,14,13,10.674939,10.674939,6,2,1.633985,1.0589556,13,15,14.589847,14.46091,0.83633374,14,13,24,17.933333,19,3.0994623,19,1,24,4.5888889,2,4.7243917,1,13,17,15.283333,15,0.9619136,15,1,17,4.8068596,2,4.7602989,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,27,274,104.76277,97.963504,95.5,88.5,18,20,21.700478,16.871408,0.62892356,-30.749912,254.5,1,18.677999,1.0766208,58.402515,21.615442,17.263456,0,nan,nan,nan,1.0094791,92.5,95.5,98.5,95.5,108.5,105.5,108.5,109.5,99.5,113.5,96.5,113.5,88.5,107.5,88.5,100.5,0.76111114,157,45,58.111407,274,16.492422,20.635204,272.98367,233.1565,18.590098,32,21,17.263454,20.798988,14.600629,14.600629,7,2,1.689042,1.1199689,17,21,19.497191,19.586026,1.4563303,17,18,32,29.016667,30,3.2153711,32,1,30,5.5,2.5,6.4260754,2,18,32,21.188889,21,2.792428,19,1,32,5.9749485,3,5.8387492,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,28,137,111.33577,232.92701,105.5,226.5,13,13,14.249041,13.550315,0.3093038,-17.35696,117.5,1,13.20734,1.1659574,40.456988,15.142135,12.357855,1,nan,nan,nan,1.0518246,228.5,105.5,238.5,105.5,239.5,108.5,239.5,113.5,232.5,118.5,231.5,118.5,226.5,114.5,226.5,108.5,0.81065089,45,96,40.205052,137,12,14.142336,505.8144,480.67086,12.877859,23,14,13.437965,12.343424,10.114247,10.114247,6,2,1.70426,1.1956312,12,15,13.797676,13.694447,0.72524274,13,14,24,19.3,19.5,2.4057801,20,1,24,3.8222222,2,4.3155475,1,13,23,15.366667,15,1.662996,15,1,23,4.4344396,2,4.4443442,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,29,82,123.68293,48.536585,118.5,42.5,10,11,11.323219,11.005184,0.23534062,-64.971615,67,1,10.217908,1.2238806,31.237371,12.401728,9.8346449,1,nan,nan,nan,1.0560264,46.5,118.5,51.5,118.5,53.5,121.5,53.5,125.5,51.5,128.5,46.5,128.5,42.5,127.5,42.5,126.5,0.74545455,38,79,30.946263,82,8.944272,11.401955,255.26188,236.91656,9.943164,14,12,9.9738178,10.216353,7.8093428,7.8093428,5,2,1.5378295,1.1354214,9,12,10.850493,10.421051,0.89858102,10,10,20,14.744444,15,2.2113903,15,1,20,3.0444444,2,3.2159709,1,10,14,12.033333,12,0.78102497,12,1,14,3.9414688,2,3.5415258,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,30,286,129.47203,150.18881,121.5,138.5,20,23,23.560558,17.339613,0.67702574,-33.735986,270,1,19.082623,1.0592593,64.428858,23.203514,17.861514,1,nan,nan,nan,0.86579493,140.5,121.5,151.5,121.5,161.5,126.5,161.5,128.5,153.5,141.5,150.5,141.5,138.5,127.5,138.5,124.5,0.62173915,126,43,63.678504,286,14.422205,23.477634,385.30195,341.72872,20.508342,36,24,17.831686,23.053194,16.107214,16.107214,7,2,1.7551137,1.0739024,17,23,21.269552,22.026511,1.6553092,22,17,36,29.944444,32,5.2182609,33,1,36,6.3611111,3,7.0322779,1,18,36,22.538889,22.5,3.2903291,24,1,36,4.8526176,2,5.7130268,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,31,234,139.11538,161.52137,127.5,151.5,21,18,22.866385,14.55501,0.77125664,62.565064,225,1,17.260882,1.04,58.317812,22.632991,14.190559,1,nan,nan,nan,0.86461602,161.5,127.5,162.5,127.5,169.5,133.5,169.5,137.5,162.5,148.5,154.5,148.5,151.5,142.5,151.5,141.5,0.61904764,56,145,57.400247,234,12.649111,21.654306,402.91932,374.56588,18.563136,33,32,22.627724,14.189634,14.579453,14.579453,6,2,1.7650673,1.1014816,14,22,19.27093,19.724373,2.5797783,22,22,33,31.655556,33,2.8014326,33,1,22,5.5611111,3,6.0131004,2,14,33,21.927778,22,5.4731979,15,1,33,6.5013353,5,5.5388985,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,32,439,141.53986,69.027335,130.5,55.5,21,27,27.333654,21.255833,0.62870571,0.18723286,416,1,23.642169,1.0552885,75.55036,27.925805,21.000001,1,nan,nan,nan,0.96649878,67.5,130.5,72.5,130.5,82.5,139.5,82.5,144.5,76.5,151.5,66.5,151.5,55.5,147.5,55.5,140.5,0.77425045,15,90,74.591375,439,20.880613,26.926023,297.78738,254.32432,24.048426,29,22,27,21,18.88759,18.88759,9,2,1.7257388,1.0063061,21,27,24.742926,24.725077,2.2054189,27,23,39,35.65,37,3.4520123,38,1,27,3.9666667,2,6.401302,2,21,29,25.5,25,2.2985503,23,1,29,4.5160068,2,6.6332377,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,33,717,145.59554,37.55788,127.5,22.5,35,28,34.736287,28.392098,0.57612538,75.828586,716,1,30.214446,1.0013966,103.49149,37.124044,27.49496,2,nan,nan,nan,0.8412396,41.5,127.5,46.5,127.5,50.5,128.5,50.5,130.5,44.5,162.5,38.5,162.5,22.5,150.5,22.5,142.5,0.73163265,48,178,101.17763,717,26.076809,36.617023,286.88349,218.8772,32.942366,48,28,35.235786,27.463337,25.872873,25.872873,12,2,1.8027388,1.0495728,27,37,33.205599,33.63704,2.8101699,35,34,50,47.672222,49,3.3347173,50,1,32,4.5,2,6.1945316,1,27,48,33.627778,33,3.6998957,33,1,48,5.5694728,2,7.969428,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,34,160,146.14375,99.98125,138.5,92.5,15,15,15.697416,14.032874,0.44814524,-44.811858,138,1,14.272993,1.1594203,42.732516,15.212491,13.83995,0,nan,nan,nan,1.1010649,98.5,138.5,100.5,138.5,107.5,145.5,107.5,147.5,101.5,153.5,98.5,153.5,92.5,147.5,92.5,144.5,0.71111113,141,99,42.732516,160,14.142136,14.283756,340.25282,311.96263,13.602182,26,22,14,14,10.683129,10.683129,6,2,1.6686282,1.0596438,13,15,14.602108,14.569684,0.35308423,14,15,26,23.638889,25,2.4534871,26,1,16,4.2722222,2,4.8268123,1,15,26,16.316667,16,1.3143439,16,1,26,4.0334111,2,4.349802,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,35,280,155.51071,62.614286,146.5,48.5,18,27,28.533434,14.769142,0.8556177,-20.855962,289,1,18.881395,0.96885813,71.982775,28.202898,15.648535,2,nan,nan,nan,0.67906404,49.5,146.5,50.5,146.5,75.5,151.5,75.5,157.5,67.5,164.5,60.5,164.5,48.5,151.5,48.5,148.5,0.5761317,163,78,69.440285,280,14,27.203142,326.77302,283.51298,22.912829,38,27,15.626744,28.09038,24.617249,11.374139,7,2,1.7088788,1.145271,15,28,23.103379,24.001878,3.9324848,27,14,38,36.211111,37,3.247202,38,1,15,2.4166667,2,2.1340494,1,15,38,22.544444,21,4.9050113,21,1,38,3.8775891,2,4.6394042,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,36,199,169.27638,102.42211,160.5,93.5,17,18,20.736757,13.871545,0.74332081,45.593891,189.5,1,15.917747,1.0501319,52.901849,20.849412,14.119296,2,nan,nan,nan,0.89355489,105.5,160.5,108.5,160.5,111.5,163.5,111.5,166.5,105.5,177.5,96.5,177.5,93.5,171.5,93.5,170.5,0.65032679,41,151,52.304557,199,12.649111,19.900206,376.505,348.72029,16.839182,22,15,20.425716,14.112359,13.225462,13.225462,6,2,1.6613757,1.0646119,14,20,17.648892,17.662414,2.3351276,20,12,30,20.311111,20,5.2294985,30,1,19,4.6111111,2,5.1826515,1,14,22,17.927778,17,2.4743811,16,1,22,6.5824269,4,5.8342703,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,37,122,182.94262,112.13934,177.5,106.5,12,12,13.598028,12.97489,0.29925101,-39.513545,104.5,1,12.463355,1.1674641,38.422981,14.037963,12,2,nan,nan,nan,1.0384548,106.5,177.5,116.5,177.5,118.5,179.5,118.5,184.5,112.5,189.5,108.5,189.5,106.5,185.5,106.5,177.5,0.84722221,58,0,38.422981,122,11.661903,13.598408,420.90732,396.22856,12.230415,22,13,12,12,9.6057452,9.6057452,6,2,1.3214319,1.1509401,12,14,13.230237,13.293478,0.54326391,13,15,22,20.511111,21,1.9335887,22,1,15,3.4166667,2,3.7886893,2,12,22,14.711111,14,1.7336182,14,1,22,4.0963318,2,3.9700181,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,38,598,188.44983,94.219064,174.5,81.5,28,28,28.460021,27.90487,0.19655058,-43.620162,591.5,1,27.593428,1.010989,90.340969,31.4795,27.885551,2,nan,nan,nan,0.92074964,86.5,174.5,92.5,174.5,109.5,189.5,109.5,190.5,91.5,202.5,88.5,202.5,81.5,192.5,81.5,183.5,0.7627551,49,11,88.823822,598,24.738634,30.693718,409.02502,352.73321,28.756424,33,30,28,28,22.585242,22.585242,11,2,1.8584963,1.0984689,27,31,29.273269,29.065603,1.0807507,28,29,45,41.661111,43,3.4045132,43,1,30,5.0944444,2,8.2641779,2,28,33,29.85,30,1.1569836,29,1,33,4.686559,2,7.3438998,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,39,232,194.78448,15.676724,185.5,7.5,18,19,19.750551,16.812194,0.52479839,-19.060622,221,1,17.186959,1.0497738,56.663058,19.867962,17.248276,1,nan,nan,nan,0.90802504,12.5,185.5,15.5,185.5,26.5,195.5,26.5,198.5,14.5,203.5,10.5,203.5,7.5,199.5,7.5,191.5,0.67836255,148,51,55.294347,232,14.142137,19.304087,383.87613,349.82392,18.036412,30,19,18.44133,17.994116,14.165765,14.165765,7,2,1.7480748,1.0615494,17,19,18.600682,18.453457,0.7590362,19,18,31,26.744444,27,3.5057448,30,1,21,4.9888889,2,5.7783013,1,17,30,19.766667,20,1.7032648,19,1,30,4.271326,2,5.134049,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,40,288,210.61458,32,198.5,20.5,24,22,28.641215,13.242343,0.8866961,-51.983932,271.5,1,19.149229,1.0607735,66.739685,28.585305,13.727923,2,nan,nan,nan,0.81251997,25.5,198.5,27.5,198.5,42.5,217.5,42.5,219.5,38.5,222.5,35.5,222.5,20.5,201.5,20.5,200.5,0.54545456,136,45,66.369229,288,13.416408,27.58643,417.76939,370.00835,21.243902,35,23,13.800001,28.200001,16.684921,16.684921,6,2,1.7371814,1.1156085,13,28,22.125952,23.225436,5.0986758,28,19,38,35.322222,37,3.6797578,38,1,28,3.7277778,2,5.22476,1,15,35,21.316667,20,5.5552528,15,1,35,4.288653,2,5.2276479,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,41,285,226.98947,54.410526,219.5,37.5,15,33,34.915739,11.007012,0.94901032,-17.372963,267,1,19.049233,1.0674157,73.285944,33.756104,10.77623,1,nan,nan,nan,0.66682726,41.5,219.5,47.5,219.5,70.5,229.5,70.5,230.5,67.5,234.5,60.5,234.5,37.5,223.5,37.5,222.5,0.57575756,168,73,73.285945,285,10.198039,32.756878,457.9041,422.36388,23.327641,40,19,10.76983,33.661877,25.440254,11.202718,5,2,1.7166414,1.2481782,10,33,24.327571,25.619547,7.4690853,33,24,41,38.827778,40,3.8352612,41,1,31,6.5277778,5,5.9371061,1,12,40,24.133333,20,8.6258011,19,1,40,6.3852603,4,6.2469529,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,42,268,235.31343,240.58582,222.5,230.5,28,19,31.882754,11.441798,0.93338714,-60.609885,259.5,1,18.472363,1.0327553,68.98467,30.546566,11.973954,0,nan,nan,nan,0.70768416,233.5,222.5,236.5,222.5,249.5,243.5,249.5,245.5,246.5,250.5,245.5,250.5,230.5,229.5,230.5,225.5,0.50375938,114,31,68.514466,268,11.313708,29.560337,661.75148,605.43196,21.958503,37,22,11.940535,30.480482,22.671137,11.821198,5,2,1.7570804,1.1739108,11,30,22.808856,23.792935,6.1899683,30,23,39,37.2,39,3.6657575,39,1,32,5.8111111,2,8.6273395,2,13,37,21.594444,21,6.1478969,13,1,37,6.0692404,4,5.476607,2
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,43,29,244.06897,98.103448,241.5,94.5,6,7,8.3648938,6.3272506,0.65410314,-35.966754,20,1,6.0765078,1.45,16.944272,6.6568546,5.9999998,0,nan,nan,nan,1.2692934,95.5,241.5,100.5,241.5,101.5,242.5,101.5,244.5,98.5,247.5,97.5,247.5,94.5,244.5,94.5,243.5,0.69047618,135,90,16.944272,29,6,5.8590851,517.57011,506.80016,5.3935293,9,7,6,6,4.236068,4.236068,4,2,1.4036775,1,5,6,6.3934989,6.3805945,0.17327524,6,7,14,11.366667,11,1.9462214,11,1,8,2.1333333,2,1.6411378,1,6,9,7.7388889,8,0.48721304,8,1,9,2.5400985,2,2.0712068,1
p0_y1_r100_c0.ome.tif,p0_y1_r100_c0.ome.tif,44,81,251.74074,229.90123,246.5,225.5,10,9,12.61786,9.3677971,0.66993073,-54.046806,64,0,10.155413,1.265625,30.577728,12.313708,9,0,nan,nan,nan,1.0886404,226.5,246.5,231.5,246.5,234.5,249.5,234.5,256.5,234.5,256.5,226.5,256.5,225.5,254.5,225.5,247.5,0.89999998,135,0,30.577728,81,10,11.313909,671.89179,649.28691,9.7331931,15,13,9,10,7.644432,7.644432,5,2,1.2924813,1.0563597,9,12,10.733026,10.594775,0.88759005,10,10,17,14.4,14,1.7876117,14,1,12,3.9444444,2,3.3428568,2,9,15,12.527778,13,1.2711786,13,1,15,3.905247,2,3.7609393,1
