Label,Image,Mask,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
11,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 11, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(243, 24, 0, 13, 10, 1)",103,1,"(248.28155339805826, 28.611650485436893, 0.0)","(248.28155339805826, 28.611650485436893, 0.0)",0.698436603,0,0,13.88787929,13,10,14.31782106,14.31782106,93.66666667,9.699803241,0.448560874,222.3580099,2.373928931,103,21481.6,39924.2,1.03E+11,5.647726562,10223,2.386428413,45239,5828.365916,30870.26214,31436,15799,29440,4161.386374,31659.9191,-0.108268801,1.03E+11,0.023470638,49377392.99,445432.5904,1.43E+11,-12508177.77,238899.0217,50204.6309,0.652797576,177.451679,6.170529413,17932.79206,0.028842049,0.01718992,0.96754681,0.877269884,-0.683047504,0.999759283,0.000396629,631.0396602,0.006240224,7.365015588,0.955589171,0.012738006,1262.07932,6.368849095,72275.91314,5.732725469,86.22330097,0.837119427,0.1611839,2.417475728,79050.56725,444253.699,1.40776699,575085.6796,0.009750845,0.009749046,0.930420712,417585.3155,0.009748769,2.36913985,0.023340985,79646.39572,445743.0518,1.044704426,461135.1003,0.009894447,0.009894258,5.684209265,98.56970394,0.970891167,0.985436893,0.014554417,0.988823893,441895.0396,0.00989421,2.285714286,0.023323615,81019.59975,447810.5102,1.173469388,508946.7449,0.010246967,0.01024624,90.26530612,0.921074552,0.967970522,434642.3699,0.010246119,5.722016544,0.951456311,0.068825489,0.007828633,0.004596684,2422062.586,4534.774731,2169.547407
12,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 12, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(189, 25, 0, 22, 21, 1)",326,1,"(199.14417177914112, 35.13496932515337, 0.0)","(199.14417177914112, 35.13496932515337, 0.0)",0.918837241,0,0,21.2750291,22,21,22.20360331,22.20360331,311.6666667,19.54828904,0.325479978,682.999026,2.191440725,326,18922.5,35159.5,2.48E+11,6.00952997,9991,2.334912957,43493,5085.250367,26911.30982,26568,14887,28606,3799.78855,27598.19021,0.251593838,2.48E+11,0.018913019,37441506.77,291515.3964,1.08E+11,22131912.55,212805.4251,21944.76949,0.813210066,117.4055428,6.940765586,7847.593278,0.057332283,0.04220895,0.984020399,0.91141497,-0.515064435,0.998928462,0.000766127,493.7606211,0.002393853,8.866312391,0.920506256,0.009542921,987.5212421,7.728569293,58687.54865,6.585070947,196.8650307,0.603880462,0.341488201,6.165644172,59920.40872,292140.9233,2.049079755,498932.1748,0.003115552,0.003092637,0.804511759,248242.1608,0.003088412,5.786050061,0.018455977,60132.41345,295457.4913,1.124465812,320866.1212,0.003217868,0.003215152,6.163488306,290.8641178,0.927745237,0.961656442,0.043056918,0.971537529,289323.3243,0.003214534,4.921146953,0.01763852,60600.24442,305242.1685,1.627240143,427946.0681,0.003623937,0.00360987,216.1111111,0.774591796,0.901328156,281519.4264,0.003607786,6.457325245,0.855828221,0.26194422,0.007793364,0.003272548,1964719.496,848.0088513,1454.748271
13,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 13, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(220, 27, 0, 22, 24, 1)",403,1,"(230.03473945409428, 37.81637717121588, 0.0)","(230.03473945409428, 37.81637717121588, 0.0)",0.812392079,0,0,25.23244542,22,23,26.62705391,26.62705391,386.1666667,20.49863878,0.305343497,839.8698127,2.174889459,403,25237,44556.8,5.52E+11,6.396494797,10250,2.626861172,53165,5972.941968,36251.08685,37450,17239,35926,4317.788852,36996.37985,-0.325675655,5.52E+11,0.013773867,54590824.55,675794.0983,2.40E+11,-52443319.15,295696.2027,31233.28835,0.80861451,140.366853,7.433740263,10950.62184,0.046047843,0.031916096,0.985518776,0.915080487,-0.537538436,0.99947197,0.000668095,780.8099536,0.001645405,9.324837159,0.87951168,0.004676716,1561.619907,8.167361343,81732.37277,6.880183215,264.1265509,0.655400871,0.218547002,5.550868486,87373.1351,667393.3325,1.739454094,1138943.586,0.0024952,0.002493117,0.835900882,561832.1589,0.002492631,5.382016689,0.013756318,88146.66682,668201.0487,1.091512688,726787.2579,0.002568277,0.002568015,6.493844743,368.9458107,0.942911607,0.970843672,0.030408102,0.977834079,653993.4031,0.002567951,4.882681564,0.013638775,90289.19495,670528.852,1.399441341,926246.4777,0.002807272,0.002806129,283.4022346,0.791626354,0.911099472,613177.1101,0.002805861,6.756582268,0.888337469,0.132244624,0.005723567,0.002619208,3867038.443,1161.47514,1694.707918
14,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 14, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(166, 30, 0, 20, 19, 1)",255,1,"(175.40392156862745, 38.501960784313724, 0.0)","(175.40392156862745, 38.501960784313724, 0.0)",0.600398987,0,0,23.27807819,17,17,23.02172887,23.02172887,241.9166667,13.97613455,0.349006089,537.9744465,2.223800674,255,13569.8,36762.4,1.72E+11,7.660943437,12127,3.60699618,55565,7556.589343,24145.72941,21623,8216,47349,5166.338081,25959.91317,0.937707551,1.72E+11,0.005367166,90900842.79,551598.558,1.00E+12,353718472.6,533583.2063,55863.27045,0.811158309,171.691707,7.165386638,25123.92553,0.030189152,0.016488009,0.985596599,0.921925215,-0.841408274,0.99999866,0.012046773,657.3832377,0.00220844,8.834063315,0.997696675,0.00430355,1314.766475,7.742619739,147361.6192,7.698236672,221.5411765,0.868788927,0.065605536,1.368627451,145427.2274,552901.6784,1.211764706,638118.4549,0.003944917,0.003943056,0.947058824,531597.4843,0.003942591,1.345887495,0.005324405,145714.3462,554242.9322,1.027074867,565188.91,0.003978799,0.003978564,7.672631547,248.3527273,0.982363937,0.991176471,0.008818031,0.993231283,551506.4378,0.003978505,1.276422764,0.00518871,146572.1417,558407.378,1.109756098,602574.6098,0.004087958,0.004086993,228.6585366,0.929506246,0.972560976,547365.5701,0.004086752,7.708734932,0.964705882,0.035246877,0.001225724,0.008405086,9279953.543,579.5878855,5487.57177
15,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 15, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(241, 30, 0, 15, 20, 1)",214,1,"(249.27570093457945, 40.5, 0.0)","(249.27570093457945, 40.5, 0.0)",0.83923768,0,0,18.67764494,15,20,20.61552813,20.61552813,199.9166667,15.6749834,0.36433631,453.8172538,2.270032116,214,20645.3,40983.5,2.16E+11,5.988886238,8668,3.086252412,48530,5860.628614,30831.86916,31098,10305,38225,3844.424913,31734.89246,-0.162456227,2.16E+11,0.018254869,56499243.5,772794.5847,2.60E+11,-13438553.6,280620.0631,34039.04414,0.78128922,147.1289103,6.90629548,11952.93962,0.035848661,0.022663483,0.986055325,0.916083937,-0.576592605,0.999455737,0.000482253,843.2829259,0.003046062,8.422494878,0.975227782,0.007882791,1686.565852,7.351708879,78664.7768,6.257110959,160.1962617,0.748580662,0.161673509,3.906542056,90423.94034,765739.243,1.504672897,1131233.336,0.004682809,0.004678839,0.8894081,684015.0031,0.004677874,3.817491483,0.018200397,90702.91577,766456.9996,1.06333073,812152.3269,0.00477422,0.004773711,6.043975986,201.9151681,0.962557517,0.980140187,0.022241079,0.985496398,755691.8812,0.004773587,3.558375635,0.01806282,91636.93788,768790.4873,1.289340102,976741.3503,0.00508407,0.005081887,170.6548223,0.866268134,0.944585448,727284.7343,0.005081371,6.161888419,0.920560748,0.109304543,0.00537,0.003815012,2908138.331,2259.051909,2443.362328
16,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 16, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(209, 32, 0, 12, 21, 1)",189,1,"(215.06878306878306, 41.94708994708995, 0.0)","(215.06878306878306, 41.94708994708995, 0.0)",0.524585695,0,0,21.5810864,11,21,21.37755833,21.37755833,176.1666667,11.3211292,0.377982246,402.0640232,2.282293415,189,25549.8,51706.2,2.93E+11,6.465773909,18510,1.74704802,58360,9168.183589,37975.53968,37450,18695,39665,7515.427218,39351.06885,0.08740044,2.93E+11,0.01335349,106365005.2,803839.9525,6.40E+11,12537312.1,609353.5138,44642.33065,0.863695085,165.3339257,6.85388256,16301.34149,0.028603593,0.015170842,0.983295982,0.91043035,-0.708986452,0.999945764,0.000678101,814.0120299,0.003214229,8.31526196,0.965389817,0.0067115,1628.02406,7.268066959,163498.9611,6.59314975,153.2328042,0.810755578,0.094622211,2.523809524,170191.7607,767025.672,1.317460317,1022862.497,0.005303076,0.005301786,0.920634921,703066.4656,0.005301463,2.476726905,0.013279244,169702.4231,766480.1906,1.040632945,799283.1465,0.005373705,0.00537354,6.49130629,181.619751,0.973563247,0.986772487,0.013218376,0.989841764,758279.4516,0.005373498,2.329608939,0.013014575,168214.9706,764854.7039,1.167597765,899919.3966,0.005598429,0.005597748,160.1173184,0.894510159,0.958100559,731088.5307,0.005597577,6.572315691,0.947089947,0.052744921,0.003867084,0.005353353,4666480.02,2304.744641,5338.266985
17,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 17, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(51, 44, 0, 15, 20, 1)",237,1,"(58.10548523206751, 53.143459915611814, 0.0)","(58.10548523206751, 53.143459915611814, 0.0)",0.762309485,0,0,19.92018156,15,20,20.22374842,20.22374842,224.1666667,15.18534334,0.357387327,499.3353722,2.227518389,237,12109.8,31299,1.20E+11,6.386995956,10850,2.046418834,37321,5994.49522,21392.4557,20962,5917,31404,4712.961155,22508.909,0.070055551,1.20E+11,0.013334758,49013823.53,482310.9573,1.28E+11,1240820.346,252278.3594,34812.58046,0.755290453,141.9864282,6.869269773,13752.96911,0.038147477,0.022706241,0.979602095,0.90463647,-0.63645729,0.999843175,0.000774718,654.1355361,0.00257255,8.643086126,0.875185577,0.004636743,1308.271072,7.447176957,71772.73495,6.624181608,176.5274262,0.744841461,0.159945878,3.160337553,78413.03915,463064.2194,1.506329114,696369.0802,0.00423003,0.004227624,0.887482419,406726.4149,0.004227122,3.092388066,0.013314655,78433.71034,462772.597,1.061480801,492117.0234,0.004314453,0.004314168,6.439115477,222.9639666,0.959937718,0.979957806,0.020031141,0.9846298,455436.4904,0.004314097,2.908675799,0.013281625,78433.87181,460335.2968,1.255707763,583993.3881,0.004575903,0.004574731,187.4931507,0.856133108,0.941146626,430138.0545,0.004574473,6.574119382,0.924050633,0.084568712,0.004561726,0.005059906,2787419.176,1220.468143,2062.684503
18,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 18, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(70, 50, 0, 8, 8, 1)",54,1,"(73.61111111111111, 53.46296296296296, 0.0)","(73.61111111111111, 53.46296296296296, 0.0)",0.873413421,0,0,8.852563334,8,8,9.433981132,9.433981132,47.66666667,7.731947624,0.535369811,118.7517727,2.49129593,54,12448.9,31562.8,27150209648,5.643776391,10004.5,2.446368281,39044,6065.481481,21188.33333,20072,9857,29187,4345.668934,22422.79332,0.468692693,27150209648,0.020576132,53836190.7,306522.9416,1.77E+11,42467805.75,277829.9717,67279.86539,0.607409423,208.4397796,5.246206836,20214.3483,0.01096879,0.000381729,0.956716614,0.85836242,-0.846764983,0.999960538,0.000383814,503.723885,0.011643896,6.435237696,1,0.017014908,1007.44777,5.412740223,86277.45928,5.643776391,54,1,0,1.111111111,86136.14986,292369.8704,1,292369.8704,0.020621788,0.020621788,1,292369.8704,0.020621788,1.111111111,0.020576132,86136.14986,292369.8704,1,292369.8704,0.020621788,0.020621788,5.643776391,54,1,1,0,1,292369.8704,0.020621788,1.111111111,0.020576132,86136.14986,292369.8704,1,292369.8704,0.020621788,0.020621788,54,1,1,292369.8704,0.020621788,5.643776391,1,0,0.007109546,0.008153198,2151890.752,7395.502022,3035.320542
19,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 19, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(183, 48, 0, 23, 11, 1)",189,1,"(194.58201058201058, 52.74603174603175, 0.0)","(194.58201058201058, 52.74603174603175, 0.0)",0.437377025,0,0,23.63028317,23,10,23.19482701,23.19482701,175.9166667,10.33534296,0.376938259,402.796074,2.289698194,189,22847.2,59414.4,3.42E+11,6.990078586,18579,3.138523939,65531,11355.34666,40039.7037,39197,0,65531,7960.119995,42527.12203,-0.355229572,3.42E+11,0.009210268,205378235.4,2908325.246,3.05E+12,-191416802.5,966085.0715,336446.4419,0.482532692,348.1172906,6.954149121,207718.4147,0.037813294,0.028908523,0.966858381,0.897692818,-0.803888815,0.999992927,0.000790694,1658.468082,0.003284474,8.307151016,0.998732275,0.011909584,3316.936165,7.283961878,325632.8784,7.158725691,148.6084656,0.786288178,0.425184065,1.740740741,328593.7944,2895455.529,1.867724868,4729385.042,0.481482145,0.026455568,0.904560553,2639011.259,0.001673063,1.613084978,0.008754156,303056.5493,2908712.57,1.082957799,3112103.743,0.051625975,0.01626155,7.06346523,175.9321909,0.95479316,0.974867725,0.030576187,0.982296373,2868300.243,0.008938356,1.445714286,0.008261224,276799.0024,2907868.377,1.354285714,3837990.669,0.142857775,0.005714852,159.5257143,0.91157551,0.962649206,2806238.78,0.000229125,7.118270183,0.925925926,0.187885714,0.003619811,0.002221703,33446058.98,6762.471509,4619.953815
20,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-int/p0_y1_r100_c0.dcm,/Users/natfugl/work/axle/benchmarks/bench-pyradiomics/sampledata-tissuenet/dicom-seg/p0_y1_r100_c0.dcm,v3.0.1,1.24.3,2.3.1-g42ce2,1.4.1,3.8.18,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 20, 'additionalInfo': True}",{'Original': {}},bc1d3ae0f0d7707650d72ebf364e35bb5d7fe702,3D,"(1.0, 1.0, 1.0)","(256, 256, 1)",8670.402924,0,65531,30d66a9e9b901f42f7cfb2a668f6b59c67668401,"(1.0, 1.0, 1.0)","(256, 256, 1)","(250, 51, 0, 6, 10, 1)",43,1,"(253.2093023255814, 56.04651162790697, 0.0)","(253.2093023255814, 56.04651162790697, 0.0)",0.507282686,0,0,10.6466434,6,10,10.44030651,10.44030651,36.41666667,5.400857856,0.548604788,96.84814897,2.659445738,43,13844.6,26380,17480318558,4.693479289,6800.5,2.442559398,28371,3934.536506,19585.02326,19150,8905,19466,2693.733701,20162.31723,-0.07335609,17480318558,0.041644132,22945900.3,206910.6079,26887896520,-2335871.233,102556.0478,20266.07364,0.660196301,115.5682432,4.724126831,5985.254002,0.046151273,0.032222087,0.969291918,0.877892428,-0.718091922,0.999333476,0.000412226,431.5237137,0.016976575,5.922717942,0.996591212,0.030765704,863.0474275,4.941015064,30705.53037,4.757546441,29.97674419,0.697133586,0.151433207,1.790697674,36695.50027,219720.2791,1.558139535,357362.093,0.023277321,0.023274161,0.860465116,185309.8256,0.02327337,1.749358507,0.041647839,37079.79764,219065.9959,1.072299652,236914.5451,0.023835339,0.023834928,4.706665254,40.07259001,0.953556894,0.976744186,0.023221553,0.981925087,214603.8586,0.023834826,1.615384615,0.041420118,38337.10191,216962.5385,1.307692308,292842,0.025662416,0.025660673,31.82051282,0.815910585,0.923076923,197992.6731,0.025660238,4.753225616,0.906976744,0.092044707,0.012917335,0.009970348,452758.0161,5765.341882,1804.237074
